ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:46(UndefinedEnvironmentName)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:53(Node)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:71(Variable)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:77(Value)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:83(Op)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:212(Undefined)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:295(Marker)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:4(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:324(ParseResults)
26,0.000,0.000,0.008,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1047(extract_stack)
20,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1069(wrapper)
27,0.000,0.000,0.009,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1039(_trim_arity)
335,0.003,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1144(__init__)
471,0.002,0.000,0.016,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1167(copy)
45,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1190(setName)
16,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1204(setResultsName)
25,0.000,0.000,0.009,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1250(setParseAction)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1288(addParseAction)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1298(addCondition)
90,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1351(preParse)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1363(parseImpl)
80,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1366(postParse)
187/4,0.002,0.000,0.007,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1370(_parseNoCache)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1441(tryParse)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1455(_UnboundedCache)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1478(_FifoCache)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1567(resetCache)
4,0.000,0.000,0.012,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1608(parseString)
83,0.000,0.000,0.006,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1821(__add__)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1841(__radd__)
12/2,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1926(makeOptionalList)
3,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1877(__mul__)
48,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1948(__or__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1972(__xor__)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2020(__invert__)
14,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2026(__call__)
12,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2045(suppress)
78,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2052(leaveWhitespace)
170,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2061(setWhitespaceChars)
468,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2153(__str__)
339,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2159(streamline)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:1103(ParserElement)
120,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2368(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2364(Token)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2376(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2372(Empty)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2383(NoMatch)
69,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2412(__init__)
21,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2431(parseImpl)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2398(Literal)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2439(Keyword)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2504(CaselessLiteral)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2527(CaselessKeyword)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2545(CloseMatch)
188,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2656(<genexpr>)
12,0.001,0.000,0.012,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2653(__init__)
25,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2707(parseImpl)
16,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2751(charsAsStr)
35,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2742(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2606(Word)
26,0.000,0.000,0.059,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2779(__init__)
24,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2813(parseImpl)
52,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2826(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2765(Regex)
2,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2863(__init__)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2963(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2838(QuotedString)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2991(__init__)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3015(parseImpl)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3032(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2975(CharsNotIn)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3064(<genexpr>)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3066(<genexpr>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3061(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3046(White)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3098(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3097(_PositionToken)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3104(GoToColumn)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3151(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3130(LineStart)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3164(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3160(LineEnd)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3184(__init__)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3188(parseImpl)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3180(StringStart)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3199(__init__)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3203(parseImpl)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3195(StringEnd)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3213(WordStart)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3233(WordEnd)
266,0.002,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3270(<genexpr>)
133,0.001,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3260(__init__)
61,0.000,0.000,0.009,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3292(<listcomp>)
61/11,0.001,0.000,0.012,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3288(leaveWhitespace)
111/5,0.002,0.000,0.005,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3319(streamline)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3353(setResultsName)
131/65,0.001,0.000,0.010,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3365(<listcomp>)
131/65,0.001,0.000,0.013,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3363(copy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3256(ParseExpression)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3384(_ErrorStop)
195,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3392(<genexpr>)
84,0.001,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3390(__init__)
32/4,0.000,0.000,0.007,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3397(parseImpl)
170,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3439(<genexpr>)
77/62,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3434(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3368(And)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3461(<genexpr>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3458(__init__)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3465(parseImpl)
12,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3513(<genexpr>)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3508(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3444(Or)
139,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3543(<genexpr>)
48,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3540(__init__)
26/12,0.000,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3547(parseImpl)
407,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3581(<genexpr>)
87/79,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3576(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3523(MatchFirst)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3591(Each)
82,0.001,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3719(__init__)
30/16,0.000,0.000,0.004,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3737(parseImpl)
36/11,0.000,0.000,0.016,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3743(leaveWhitespace)
54/10,0.000,0.000,0.004,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3762(streamline)
36,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3781(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3715(ParseElementEnhance)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3792(FollowedBy)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3829(__init__)
9,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3841(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3818(NotAny)
11,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3851(__init__)
6/4,0.000,0.000,0.003,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3859(parseImpl)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3850(_MultipleMatch)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3914(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3888(OneOrMore)
8,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3935(__init__)
4/2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3939(parseImpl)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3945(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3923(ZeroOrMore)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3954(_NullToken)
28,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3997(__init__)
9/8,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4003(parseImpl)
19,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4017(__str__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3962(Optional)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4026(SkipTo)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4160(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4163(__lshift__)
6/2,0.000,0.000,0.002,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4183(streamline)
7,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4197(__str__)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4214(copy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4141(Forward)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4222(_ForwardNoRecurse)
38,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4230(__init__)
